,title,sale_price,currency,condition,buying_format,date_sold,image_url,shipping_price,link,item_id
141,Apple iPhone X - 64 GB - Silver,75.0,$,Apple iPhone X,Accepts Offers,"Apr 19, 2026",https://i.ebayimg.com/images/g/dggAAeSws~JpweRe/s-l140.webp,7.22,https://www.ebay.com/itm/188200977497?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EVRPXWHVW9FSZEE2WB&hash=item2bd1a70459%3Ag%3AdggAAeSws%7EJpweRe&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAcRcfVTl2xyhO%2BYOFXMCDKsV7j7pjkuWg9YKLJZPz6xi0bKvpKW8aHYzbLnksSuxTgDIk%2Bw5hcV9RRWmnXteVQSgh89%2BbT4Dt1qQdKWQ5Puy3GCqgNjVhLkS4Mk1baZVmV123WX8O1WtnVdBqEVfhc4oDpBqJYQkXZc86%2BW0ewEVRsiZuu%2FL5ly2bDS8gnWWKRJMHU6lKSUdv9DfEmkcU5VTpHlE7ysMrq5K%2F6q18TaO0j2UgVxFqNSmBlVO1JCnp%2BCe5onsiDGlMwJ4%2Bd1SJbtygWQgsNMYWCNw9j599U%2FQ%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,188200977497
142,"Apple iPhone X - 64 GB - Space Gray (Unlocked), good condition, old battery",99.0,$,Apple iPhone X,Auction,"Apr 19, 2026",https://i.ebayimg.com/images/g/GWcAAeSwAnpp4oIq/s-l140.webp,0.0,https://www.ebay.com/itm/267642624062?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EV42416YM3ZT9VBTG3&hash=item3e50be583e%3Ag%3AGWcAAeSwAnpp4oIq&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAiClatZb1vI%2BuwCZq%2FvM6ZD46eRU5t%2BsvHdwCol5JsC1wrsmFwxpeUfrUjD%2FsAGZrsXDqH9xLnoCaE9CYrQNp7hlfslcB793jz6sQiFeQZX4K2Cv7Whd5jyNlB1QWQJghwJIEzC0WCkPDtDx2%2Fhs3A4SBA4fyostf8iKwVRwc%2BgBpGHJTXHVvgZVSWdJNaMiEJIWGCVSyvHCtvma%2BPQG1OsgK9Kp3F50SZKvWaE4cWFEQqz%2BoN%2FhGn1NULSUPjBE05OXTo6oPmeSu1My3HXnpVG7aaXxwNkW3XbDvTrC4CeZCioeA0G30sM9SeK02lx3PrLbKUj%2BLMoo3Y7ycotlgI%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,267642624062
143,"Apple iphone X, 64GB, silver, unlocked & factory reset, used on Verizon network",44.0,$,Apple iPhone X,Auction,"Apr 18, 2026",https://i.ebayimg.com/images/g/ddgAAeSw~Dpp1W4Q/s-l140.webp,10.35,https://www.ebay.com/itm/306867389614?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EVFQDW9HEFDPTXQM7Y&hash=item4772b8c4ae%3Ag%3AddgAAeSw%7EDpp1W4Q&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDQ4o74ZkDtAmnILdxi4zBCEbzoXE7Zp81y75TEwBpfsS0nWdZ4n42cJWph4pmF0oRN4qvBwUc43jsCU72%2BJMKsC%2Bjtq%2FOs9HxvvpB%2FRClQ6RqI7xf9D%2BcDnsLZRbJjg1Vk7ywx25klYLovT1Hy5Csv4pljIRBp96oU5%2BNL5RxhDXuFMhoCeQ%2FEHUfyt0ChyMTH7Bz%2BdsKHhCohdPO%2FvJdqb2Epo3J%2Ftf7wtz7tgqms4bhQIkYOHrPeXoAR6O6x9qAwdUkztANB8zF%2Fsa%2Bik8sao7gEm4OTzSmSoCNjCYSFDrxGtiaks%2FRdww6Zj%2FHJB30X5qvyRNSXtO0ab7KjHPHw%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,306867389614
144,iphone x unlocked 64gb,62.0,$,Apple iPhone X,Auction,"Apr 18, 2026",https://i.ebayimg.com/images/g/QmMAAeSwZK1p2o6p/s-l140.webp,6.8,https://www.ebay.com/itm/306875066693?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVD178HNXE95GNYKG9&hash=item47732de945%3Ag%3AQmMAAeSwZK1p2o6p&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBbCNzjp3U02DRJhgWXC6eLagmuBuqZxf3q4dUhEGAJQ2DMF%2BcAkupY3kYgUDCExmNgk2SZm8FxhoAC%2FUp49chdwtR3mg9gne7Lb4VmrYs8H2peJwyhKikkxTO0HCII1txHLSo%2FDsXgGRWNgcojJQIFBBRCMVLitoiz2xSvGihSrQXKM2zV0HDwMJI74L2%2FSwLPDqDUxDOZ6ZoC5dCKMFIEO8uiJYW5n8yp7EYENsYkwfWZyLD1X0VbAhmbBfy2t02oDXmGdnPHVg43ySmlV9LW3o%2B68ONDDWafUmoIPkHVrZkVqyVUP6c7ZuFFgjlrI%2FRHFM9lP9xjrve1wZvUsR9c%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,306875066693
145,Apple iPhone X 64GB Silver A1865 Factory Reset 82% Battery Health MQA62LL/A,89.99,$,Apple iPhone X,Accepts Offers,"Apr 18, 2026",https://i.ebayimg.com/images/g/plsAAeSwjX9p1Ftr/s-l140.webp,11.95,https://www.ebay.com/itm/157815050828?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EVFCC1BPHDRE0SFREN&hash=item24be82924c%3Ag%3AplsAAeSwjX9p1Ftr&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBYBFWBsaUJ4WlyNMUjFcqF6FU2h1uGMulN%2BXSTCLu7fuvE5tG55seJVSM%2Bf6mdu2hqmECo8yrFo%2F5uSmXo9WMJA61%2Fv0328ffxRtgtvLsTwFPBSK%2FUAnWvOfGm%2FT1vxgmjIlazvBbl0S1aBaWkq8SPk2FPs0UKDtIOxMQ3PEt1yIKYeaYXwkSZIQ3f%2FMXllSwhZSuqsRamj30WSIz2BBuBpiMeH2yxaT%2FV6JlmKXFy5vhRKhvOJaqpSIXRAxUI9FDN8M4y4jqrpmm42Q4hyPWtJqAxSJCw0ab8moZLpBjeaA%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,157815050828
146,iPhone x 64GB Unlocked,98.0,$,Apple iPhone X,Accepts Offers,"Apr 18, 2026",https://i.ebayimg.com/images/g/jHQAAeSw27Bp4lT6/s-l140.webp,9.35,https://www.ebay.com/itm/188287913967?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVGYV718JZ2G9J3H9Y&hash=item2bd6d58fef%3Ag%3AjHQAAeSw27Bp4lT6&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAuthXZvUlXevn4CXdIEeZB3cLNEbi9UmO%2FSCCUyGhbDH8i03FCAH1EfIhXbDWkFmR%2FETdyK%2F4Wm46DN6E4Whp7hkeQ3t65%2BRwOGCR2%2F36me9BiqNOeoj92BIXcmj6EKSmbKXXmRrUm0%2BJHs3l1Rp5pE063rGnzrnPHV9Ia92IL47AmioGMXo4l4lXS0nu4L8Q%2BdUENxE2VgkA15M98RwEAfqGEbP4vg2Nlaz0D%2BwUnG%2BZ8sk2cGZRC58jild6KODB1VXi6%2B9hAHgT1qfu0LPzmhlKx827TvsQVHK8tozDO1g%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,188287913967
147,Apple iPhone X 64GB 256GB Unlocked AT&T T-Mobile Verizon - No Face ID,89.0,$,Apple iPhone X,Accepts Offers,"Apr 17, 2026",https://i.ebayimg.com/images/g/wCgAAeSw2L9p29dl/s-l140.webp,0.0,https://www.ebay.com/itm/178043366246?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVTFGJE314V6D1Q74H&hash=item2974362b66%3Ag%3AwCgAAeSw2L9p29dl&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAaC2%2FzR3SoOsm33k%2BcG3uMYHJhWlIh2PH46%2BdRymOrKLnFkMz%2F1FTzGpbNPHvC0jUHBvsMqrsx%2BiA1yU0%2FugUSVAgHL6hVmEBZgDlJD5CuXQA84ME0y0vI97mAgblCooyXpaW6XlFpvTuGcY2HnLcK6VZqI93i6c6A%2B8eYyFzcAH98%2FpndCxoVOife8k75KNblaV639ro6UqHD7jJn95T3R4AKVBuZ5wpKV5LniGoY02qNXyaUJ0LTEuukSgxJ9gHKwMjMzYwOuzD%2B%2BmGftVU8VTg6yuzDqeOO2QgqFwU9rRzH2AtEbzdmZYB6IWLitc460%2FWWKhNc2gfqgR0Y9EPj%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,178043366246
148,Used iPhone X 64GB AT&T,114.99,$,Apple iPhone X,Accepts Offers,"Apr 17, 2026",https://i.ebayimg.com/images/g/hN8AAeSwGw1omhZ7/s-l140.webp,9.99,https://www.ebay.com/itm/177331064646?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=239054160&itmmeta=01KTPA61EVX6365FJ886KYWW7T&hash=item2949c14f46%3Ag%3AhN8AAeSwGw1omhZ7&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCNldRdKBxC6saZVqxFrlW3ocTxeHwK8B--ZdHUQipsHOvLznFbRimTOee4Q3TUvJoCLB4cImB1TahZlhFmJfiwtOL7WSbfXx6lPs1AqbGO%2FjZv2r%2BwmEXjwp69HPAsjxLn0g%2B007UqfsnjIq9uydiWGpoFU3cXMP8Zm7ISuznL5pEJRBubS6%2BAxFh%2BUTHzJtCk%2FvpcIdTf%2FtP9zE8qJDbbvwTnwz7T3vi2dWxydbpy7LYMGMmVAHrPhK%2FoTFqZfGhWsmaPYMA2KkffG77yIYUUiW7LRZX7em%2FdVRga19uok2is6pLP6YaDI62KcUrjAVuo5qWoffK%2FrKAGxGOx1eBi%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,177331064646
149,"Apple iPhone X 2017 | A1865 | 5.8"" Super Retina | 3GB 64GB Unlocked (Good)",85.98,$,Pre-Owned,Buy It Now,"Apr 17, 2026",https://i.ebayimg.com/images/g/WMMAAeSweJZp3QJ~/s-l140.webp,0.0,https://www.ebay.com/itm/277889752705?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVKSK9WDVZWBQ7YJP1&hash=item40b3851e81%3Ag%3AWMMAAeSweJZp3QJ%7E&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCzKv4GITf%2B1DgPAu%2BQZbJtmfXiTBkKu%2FUPTLdRnm%2B2CxcKtKIoLyEGCmjxQMIzyuD2v%2BSYYLFiHqa%2Flh0yLHEN%2FIdjISLsGP%2FD8jMLJ6z%2BEw3qFXhMHvAgXy%2B8Ci8T4p1rcvyohGwUY8eSUTX52NTKNhGJ64%2BKO9Zp7gAhn90YjLfk810jLllVBCpwQbuwxJTIR7%2BUMv1b3Z4RA5AiCQJuzCO8abYSiJ25z3dvmJh8aSHkUTvZdYvWfJffuuPcl9kiIX0qzxlWJY1Sp65mJcHs9FLDGL2vTmHO3tUTqudiAhdtI6dk7GkYiSBJ5vPvVaZZHdTm%2FiZfrlQjFN%2FGEAFI%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,277889752705
150,Apple iPhone X - 64 GB - Space Gray (Unlocked),105.0,$,Apple iPhone X,Accepts Offers,"Apr 16, 2026",https://i.ebayimg.com/images/g/3CwAAeSwC1Zp3WCz/s-l140.webp,0.0,https://www.ebay.com/itm/236754768872?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVKBQD1T1JWRM99FF0&hash=item371faf13e8%3Ag%3A3CwAAeSwC1Zp3WCz&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xABvSFJkaUXQATUG1R3AgUxyq4Fa80YbREyWklKVTe4gmBTRu2fp%2FuTY6dlBehkgF9kRk8pRdCNbD6%2Bz0fyzYF6q5m2yQz%2Ful1Ists2JKduPusG1q%2FrZQ8RByWxQ5I3g1iu1gfKKjp%2FpFqCboRYxSwWsJzo%2FrTaGHb6a%2FOH6wqGVY%2BAvs%2BzGsqNMkn9QjwqFi%2FJUclBFyxDSIjl4vPK%2Bs0JpXjJ3Hxus%2BUc2jpOy%2BvQzrMmj1HqQlp9KLylCBVZbGiOkTEMeACF7tET06man9kWzOo%2FO%2BLfYMd%2Ff0csG%2BPSow%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,236754768872
151,Apple iPhone X A1865 64GB Space Gray Unlocked W086346,75.08,$,"Free Shipping, Sell As Is",Buy It Now,"Apr 16, 2026",https://i.ebayimg.com/images/g/RaoAAeSw0Ylp37PO/s-l140.webp,0.0,https://www.ebay.com/itm/267640135766?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EV6N972A5QCS26683K&hash=item3e50986056%3Ag%3ARaoAAeSw0Ylp37PO&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAajpkDITxeuo9a45LHWbHj0lQlgAfs02fN%2FGmwXxAo6dZjnt408gn8cXeyHQqXIFgaGvL0Vm3zuSun3TexlADtAXlYIyp%2BMB9yZwhSZTo0kHAMr2N7WqrSiU5sSqWilo4o4jqYraFrStaaNVAcl37qhkwz632ZkEMni2EU8nBk%2FtOS8AEnXIQ63HD1rP6E%2B%2BghqGKY4qxW77PXMoHLsGvUCkz4HoUgDq0SBsyNfBYETG5s9C3%2F33dXW7yPd4c6SnTPc0DkPrRQZ07TKUUPLBNB%2BsJXRzQSyGZQXGJuK%2F4JdcSNRi6%2B5a0yKLiXATe9Z0bXzdlxfrPLdfwghMGh3Sjv%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,267640135766
152,Apple iPhone X Working Unlocked Grade B,89.99,$,Apple iPhone X,Accepts Offers,"Apr 15, 2026",https://i.ebayimg.com/images/g/1NQAAeSwkuZp3oWZ/s-l140.webp,10.6,https://www.ebay.com/itm/257457377310?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EV06SS8VBHNFWKWJSQ&hash=item3bf1a7d01e%3Ag%3A1NQAAeSwkuZp3oWZ&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAXpruLANSrkT%2B%2F02kWEAIn%2BwTQ7qZjXZR6v2Fxz2m12SyIcJyz7C9icN%2FeE0R8P6LQpMdk%2F4mFAz5ol%2Flh3XhncMGSuLN42TKjtTrJ9KJ%2FcUanQjUu0jm%2BQbHOhxx0BIkQe8i4HPp%2B1ELsSBPaf9IW85OgDhRK63jcnOVFHqDEG4K%2B93SuEkocB75UJ%2FK%2BHb%2FgebvyJMl2opujXkFeR5Mohtnh3CQiyFVmH9OOEloMPAb14vauNrDRfbq7i2wsoeY0vpDUfMXWSX3Go%2FulVCtrYcuaTPfLYtxs52s3WPT7BwTRrhCZYaPm8gjoixpvoUojZ9pVgDUFPFnnmBJt4Qgb%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,257457377310
153,iphone x 64gb unlocked,50.0,$,Apple iPhone X,Accepts Offers,"Apr 15, 2026",https://i.ebayimg.com/images/g/j-gAAeSwJSpp3P78/s-l140.webp,5.58,https://www.ebay.com/itm/336535481753?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EV68B2YCVEG2MSSZ6M&hash=item4e5b13ed99%3Ag%3Aj-gAAeSwJSpp3P78&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDgl96UBoL4v%2B5q5pa6QgmDtdGwdsX1P7YJ50G7foWSyt9%2F5iM9RVJxZnAjLQfAXUtEkil0%2FgA0ZsoH7mRQx5o4WUKBm5W9ZBbWn4KtzbVrctDNJX3xdm%2FokgwYdmr45pbFQQBnzbMLXVXnOYAX21sqPTSX%2BMDoChA%2BDNgL2MeA5oNrA9SrszlCuXwlz7jfK1nsKxycoNM5zGMJn3JnW%2BeVlTjx6F7RzaXh2%2FyOd4%2Bj2JFxmWURa3J0m7uCvE1kmBonzjxNustYeZldUB1hjaKSPfQLBc2pkrKbw%2F14hcHxKw%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,336535481753
154,Apple iPhone X A1865 64GB Space Gray Unlocked W086320,90.0,$,"Free Shipping, Sell As Is",Buy It Now,"Apr 15, 2026",https://i.ebayimg.com/images/g/jdgAAeSwDeVp35bk/s-l140.webp,0.0,https://www.ebay.com/itm/287274006887?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EV33WDNC4Y4GRH26ZJ&hash=item42e2dd7967%3Ag%3AjdgAAeSwDeVp35bk&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBaewwOVEtM%2BS76DjEOfRFxAabnr9yP%2FiHLk6Vc1v0PeQp9JfMllwDAeSmvhJDypFnLmsGXR333jZeZ2OHdndoWecO8JPH6bLifv4ZRInx19yltTuycFCqRMZbkg%2BD%2F1Uddy78lkfJUbKeabUpCynZDavjEGeaXFZ1aq22b9DdHLaAaciWGCC2zQbSwMRfwhfFFvCPrAnFmE9m2gtF%2FTnJSIh43mKnapoFLtGjO1dK6iHzkqaFbF5N8AYeqlfV1mQiz3NSIbZoFNC9ab9WPAH%2BXCFlxxa7vP0bMMoOBGcnAVQ%3D%3D%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,287274006887
155,Apple iPhone X - 64 GB - Black (Unlocked),70.0,$,Apple iPhone X,Accepts Offers,"Apr 15, 2026",https://i.ebayimg.com/images/g/FF0AAeSwcY5p2bZD/s-l140.webp,0.0,https://www.ebay.com/itm/157825157072?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EVNY008KHP359R1PFY&hash=item24bf1cc7d0%3Ag%3AFF0AAeSwcY5p2bZD&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xC4s%2F7EdBSBmaQWroV80EyVEir8o1TdYBSSOD2eslSXwLG8SBB3SKrpUsmG%2BBRP5L7l23cTW4e6kD1YCjwXnINbiUcpMvBj9ZXodrY7kzSxrg13MEnODj4HQi6hs7YHmU22ecBOEL%2Beu8yXjFYIhmHYXDL%2BesWDiexET0FCAUXgBsmXccJs9VT4ndalMZwKg9oWSbUe%2B6G9bwL%2FFr3vcKPc%2B%2BSp863AzSJLvl5mFJhFrT5tbGehL%2BSyTX96FW0eV3k2Ry1r1GuGGYQFiHMh%2BLcwThWkgpE8QNC9WX4pKxFNWF5AmPxvj669Zt8YRcwFapx8lF6wV4lyF%2B3RZG%2F9Cn%2Fp%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,157825157072
156,iphone x unlocked 64gb,99.99,$,Apple iPhone X,Buy It Now,"Apr 14, 2026",https://i.ebayimg.com/images/g/a10AAeSw8hBpP5zS/s-l140.webp,0.0,https://www.ebay.com/itm/406481195769?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EVG4HPY1H6SA5VEPYW&hash=item5ea42ad2f9%3Ag%3Aa10AAeSw8hBpP5zS&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCkgiw7Ea89x3zJ9aUiKwtuw%2FRgHsHuOm1ltKDvM6av5qjM7G1O0zJjjWocfz3Wnis%2BwmDTzz0zD7HWur4jdRS%2BVDBeIW5kyQ%2BV7a2vXH1cJ2dPrFvIF74H83y7inJ51e1UYDSYi1Qg7eLv8lkrQrokG8FwuWnczpw0aHQz1ZA5Vs8VRp0x2PUjEn%2FlnkLVMPP%2Ff6so5rEGPKhGJUQFB6BJlJNeNH8y6XCZxsSDvwfnRFLdxJluC4R4NLUMx87wdoL8uL6%2F4Qd9sHnJh3GHT2xWLdJvCRZrNdOQ%2FyZVVunXieSRTnPBKNdhLtgTrhJAxY%2FLgZyM8rjfdKBJKwEExcQW%7Ctkp%3ABk9SR96XmMrVZw&LH_ItemCondition=3000,406481195769
157,iPhone X,50.0,$,Apple iPhone X,Auction,"Apr 14, 2026",https://i.ebayimg.com/images/g/fscAAeSwj79p1XNR/s-l140.webp,0.0,https://www.ebay.com/itm/287259087744?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWMBFDAXMTM7CWB8X3&hash=item42e1f9d380%3Ag%3AfscAAeSwj79p1XNR&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCyfYWtyC0biMAxL4PPri0PSBRJ8%2Fd2Dv81ejqe8hY4zJQl8Vh5gGl019iG6gIvvMkRRnOYhjyAquRER95asbd3ZHH3eDj3ov1OvZ3lkRMNfJGj4pGyh%2BktzAB5CqlvOmTThmSVQ%2BqSZxT0OcjS%2BEMB1nGnI%2BLU7iUv%2FqIutDGQzXticEqK8jj%2Bduv4o%2FDgWxc2ucWRb3Bh9%2B5UwxTkt8s5mQ3OZwUlGzYqsBxc%2FZOKqAQMOm3ZpEMReoIbbM1KRW4dA1so48%2BQSiejJKacA%2FT8AWGPWL0nAhDwwqtXNIwfqA%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,287259087744
158,Apple iPhone x Unlocked,95.97,$,Apple iPhone X,Accepts Offers,"Apr 14, 2026",https://i.ebayimg.com/images/g/gmsAAeSw3Hxp3LK8/s-l140.webp,9.35,https://www.ebay.com/itm/188273064376?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWCGPK7VTPQ4Z2D8BY&hash=item2bd5f2f9b8%3Ag%3AgmsAAeSw3Hxp3LK8&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB6rwnZBgerqL2vBm6IJcAjhYoqdvRyouE5%2B1165dIaSqwaCAoLjDbvCH%2BSnb2oXJL9fgQGIxbdoOxnhTXpgo8GHCsHHZJ7AeIUGiGeND%2FJHnnMhFsA46rUKl6D5g99f3VvvO4HSequvVaBECaZK0jZu02a%2FAs9MpXLDDEVoZaRHGno5NnMnS8sFDUq7Eklrm0HaKJDSfzTrjiq6NNZAt0YfXtsvNEAsFVKZ8CGSkcNzgMK37lf06jucyiVW4i20VXXce6VWO8GqbPjeGFoOEwKKctJ6ZuSq9tcxW5nDGeqpA%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,188273064376
159,Apple iPhone X 64GB Unlocked Smartphone (White) BATTERY 72% MQCL2LL/A,90.0,$,Apple iPhone X,Buy It Now,"Apr 13, 2026",https://i.ebayimg.com/images/g/MYwAAeSwThVpmcRf/s-l140.webp,0.0,https://www.ebay.com/itm/178012605821?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EW4VY8DE5TD30DYGGA&hash=item297260cd7d%3Ag%3AMYwAAeSwThVpmcRf&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCaBLY9p8KH8sEGeIodNC4pIj2hEsuHIgLitZj3NzeKrYL5dMQ97yspi4prn4L1QRcbbfOEZjzKFzs8VR%2F6ZFwBVBSTyBopbGwUkryT%2FOaYtZNof8kre4AUO8y2RBgG9pr95NVPbTS3vr0cQJPFUnYDQ66SdL60vdkBCKgfCPOdiL75kDPiEYhmdq3mQ2CYGHSDcshGKRvkdt1%2BL3RtR7FVSCnFqOE4C3GRy%2BXxlkcTanwHzFJXWkeIxP%2BZQx2dLshVF938E3%2FdoO2PurWNZnb04KofcGo3uny0t0qdbpyL6roZ1FGF%2BhBx1OhWH00zVRVMD1wNuW%2BQHfEGIFJJFUb0%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,178012605821
160,Apple iPhone X 64GB A1865 Space Gray (Unlocked) Smartphone - Good,84.95,$,Apple iPhone X,Buy It Now,"Apr 12, 2026",https://i.ebayimg.com/images/g/YfoAAeSwn8tp28wh/s-l140.webp,0.0,https://www.ebay.com/itm/147255506712?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWHFP5YY2DAG18H6DT&hash=item22491cb718%3Ag%3AYfoAAeSwn8tp28wh&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDqNs22CRFWSxjZnXua66lo981UdznlI3uANQ7%2FwQ5tzNsRrT6i4RTbE%2BbNFfFFoqRm8oBAcO8oLhAALNhTXhg%2Bp7jnr%2FIZiUSWv58gnBRuI1MI%2F86WS9Ezs5FxkJRPQYLPhdrRpuW9moEad1KWLH1b9anZA39DTEnu0z6ghGq3zcCTWHXiCpR9hCx4r8tG5TAIbXIL92XePUFSfuuxKZ7lfSkFqGsnRIncL7AUQdu%2Fhf8IcMHx3eHk4%2BilRnTzDAxcJm%2B8IJZL8EKLV%2BiQ%2BSJmSISBOUeGfsv5WEq7IgfELw%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,147255506712
161,Apple iPhone X A1865 64GB Space Grey UNLOCKED | Battery 78%,119.0,$,Apple iPhone X,Accepts Offers,"Apr 12, 2026",https://i.ebayimg.com/images/g/y1oAAeSwsfJpenR8/s-l140.webp,0.0,https://www.ebay.com/itm/397546289584?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWRJE2TYXCT61TVZ31&hash=item5c8f9af9b0%3Ag%3Ay1oAAeSwsfJpenR8&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAWNFtu%2BLQ2L3wvlEMW3JOZu3RqFNlVI6TOZ5irMI%2BirPzbmiIVvZrEgaGQUIM%2BIAT26JMmstQbvL53P87bFj3hlBzsbcoru1DQ1PL13IYEBTtchkJQXGecxdFUmYT%2B46C%2B74dLOstwcPGlXUOouX4sPncULzFhStIs%2F33QMbZ2ACmaqk6QGC%2FVTfbd%2FHpIZG2wN8yjge9heYTRDc4%2FuNUKPMGHnCH%2BqEiNUO32j%2FjuRnh3NNvTUaW3S3N8bByxI%2Bodvldk2%2FhFNKDqU2bfOz%2BI0VOIdXuOavjALG%2Fr7sZkoQ%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,397546289584
